Index,(2)A1:Size (bp),(2)A1:Intensity (mV),(3)B1:Size (bp),(3)B1:Intensity (mV),(4)C1:Size (bp),(4)C1:Intensity (mV),(5)D1:Size (bp),(5)D1:Intensity (mV)
4520,541.09,0.01,550.11,0.12,577.71,0.52,573.51,0.89
4521,541.44,0.01,550.48,0.14,578.14,0.48,573.93,0.91
4522,541.79,0.04,550.85,0.16,578.57,0.54,574.36,0.92
4523,542.14,0.01,551.22,0.17,579.01,0.50,574.78,0.92
4524,542.49,0.00,551.59,0.15,579.44,0.53,575.20,0.88
4525,542.84,0.00,551.96,0.14,579.87,0.46,575.63,0.93
4526,543.20,0.00,552.33,0.13,580.31,0.40,576.05,0.96
4527,543.55,0.00,552.70,0.11,580.75,0.37,576.48,0.95
4528,543.90,0.00,553.07,0.07,581.18,0.37,576.91,0.90
4529,544.25,0.00,553.44,0.07,581.62,0.38,577.33,0.84
4530,544.61,0.00,553.81,0.12,582.06,0.40,577.76,0.82
4531,544.96,0.00,554.19,0.13,582.50,0.45,578.19,0.83
4532,545.32,0.00,554.56,0.13,582.94,0.41,578.62,0.79
4533,545.67,0.00,554.94,0.14,583.38,0.40,579.06,0.80
4534,546.03,0.00,555.31,0.11,583.83,0.43,579.49,0.85
4535,546.39,0.00,555.69,0.06,584.27,0.47,579.92,0.86
4536,546.74,0.03,556.07,0.09,584.72,0.44,580.36,0.82
4537,547.10,0.00,556.45,0.05,585.16,0.46,580.79,0.85
4538,547.46,0.00,556.82,0.06,585.61,0.42,581.23,0.83
4539,547.82,0.00,557.20,0.03,586.06,0.41,581.66,0.87
4540,548.18,0.00,557.58,0.03,586.50,0.40,582.10,0.87
4541,548.54,0.00,557.96,0.07,586.95,0.38,582.54,0.86
4542,548.90,0.00,558.35,0.06,587.40,0.38,582.98,0.80
4543,549.27,0.00,558.73,0.10,587.85,0.40,583.42,0.78
4544,549.63,0.00,559.11,0.12,588.31,0.40,583.86,0.77
4545,549.99,0.00,559.49,0.08,588.76,0.40,584.30,0.77
4546,550.36,0.00,559.88,0.11,589.21,0.39,584.75,0.78
4547,550.72,0.00,560.26,0.11,589.67,0.37,585.19,0.80
4548,551.08,0.00,560.65,0.08,590.13,0.37,585.64,0.75
4549,551.45,0.00,561.04,0.12,590.58,0.39,586.08,0.77
4550,551.82,0.04,561.42,0.13,591.04,0.39,586.53,0.83
4551,552.18,0.02,561.81,0.13,591.50,0.44,586.98,0.84
4552,552.55,0.01,562.20,0.10,591.96,0.40,587.43,0.80
4553,552.92,0.00,562.59,0.13,592.42,0.38,587.88,0.82
4554,553.29,0.00,562.98,0.15,592.88,0.33,588.33,0.77
4555,553.66,0.00,563.37,0.16,593.34,0.32,588.78,0.79
4556,554.03,0.00,563.76,0.15,593.81,0.32,589.23,0.83
4557,554.40,0.00,564.15,0.14,594.27,0.33,589.68,0.83
4558,554.77,0.00,564.55,0.14,594.74,0.28,590.14,0.77
4559,555.15,0.00,564.94,0.14,595.21,0.31,590.59,0.76
4560,555.52,0.00,565.33,0.07,595.67,0.33,591.05,0.75
4561,555.89,0.00,565.73,0.05,596.14,0.36,591.51,0.72
4562,556.27,0.00,566.12,0.04,596.61,0.37,591.97,0.68
4563,556.64,0.00,566.52,0.05,597.08,0.36,592.43,0.66
4564,557.02,0.00,566.92,0.09,597.55,0.36,592.89,0.66
4565,557.39,0.00,567.32,0.11,598.03,0.32,593.35,0.67
4566,557.77,0.00,567.72,0.08,598.50,0.40,593.81,0.74
4567,558.15,0.00,568.12,0.04,598.98,0.35,594.27,0.70
4568,558.53,0.00,568.52,0.02,599.45,0.33,594.74,0.71
4569,558.91,0.00,568.92,0.00,599.93,0.28,595.20,0.69
4570,559.29,0.04,569.32,0.05,600.41,0.19,595.67,0.74
4571,559.67,0.02,569.72,0.02,600.89,0.17,596.14,0.70
4572,560.05,0.00,570.13,0.00,601.37,0.21,596.60,0.68
4573,560.43,0.00,570.53,0.05,601.85,0.19,597.07,0.67
4574,560.81,0.01,570.93,0.06,602.33,0.20,597.54,0.69
4575,561.20,0.01,571.34,0.03,602.81,0.25,598.01,0.67
4576,561.58,0.00,571.75,0.01,603.30,0.27,598.49,0.66
4577,561.97,0.01,572.15,0.01,603.78,0.28,598.96,0.66
4578,562.35,0.03,572.56,0.02,604.27,0.25,599.43,0.64
4579,562.74,0.05,572.97,0.05,604.76,0.29,599.91,0.62
4580,563.12,0.00,573.38,0.02,605.25,0.31,600.39,0.60
4581,563.51,0.00,573.79,0.02,605.74,0.32,600.86,0.58
4582,563.90,0.00,574.20,0.02,606.23,0.32,601.34,0.68
4583,564.29,0.00,574.62,0.03,606.72,0.32,601.82,0.72
4584,564.68,0.00,575.03,0.07,607.21,0.31,602.30,0.66
4585,565.07,0.02,575.44,0.06,607.70,0.31,602.78,0.65
4586,565.46,0.08,575.86,0.00,608.20,0.27,603.27,0.65
4587,565.85,0.07,576.27,0.00,608.70,0.21,603.75,0.64
4588,566.25,0.09,576.69,0.00,609.19,0.19,604.24,0.63
4589,566.64,0.05,577.11,0.01,609.69,0.19,604.72,0.63
4590,567.03,0.01,577.52,0.04,610.19,0.24,605.21,0.62
4591,567.43,0.02,577.94,0.00,610.69,0.23,605.70,0.60
4592,567.83,0.05,578.36,0.00,611.19,0.27,606.18,0.56
4593,568.22,0.00,578.78,0.00,611.70,0.29,606.68,0.58
4594,568.62,0.04,579.20,0.03,612.20,0.33,607.17,0.58
4595,569.02,0.07,579.63,0.00,612.71,0.33,607.66,0.57
4596,569.42,0.03,580.05,0.00,613.21,0.32,608.15,0.52
4597,569.82,0.02,580.47,0.00,613.72,0.32,608.65,0.54
4598,570.22,0.07,580.90,0.00,614.23,0.31,609.14,0.50
4599,570.62,0.05,581.32,0.01,614.74,0.30,609.64,0.50
4600,571.02,0.04,581.75,0.05,615.25,0.28,610.14,0.53
4601,571.42,0.05,582.18,0.02,615.76,0.24,610.64,0.51
4602,571.83,0.09,582.61,0.02,616.27,0.27,611.14,0.58
4603,572.23,0.07,583.03,0.02,616.79,0.26,611.64,0.60
4604,572.63,0.06,583.46,0.06,617.30,0.22,612.14,0.59
4605,573.04,0.09,583.90,0.03,617.82,0.25,612.64,0.56
4606,573.45,0.05,584.33,0.00,618.34,0.22,613.15,0.62
4607,573.85,0.03,584.76,0.00,618.86,0.22,613.65,0.59
4608,574.26,0.01,585.19,0.00,619.38,0.32,614.16,0.57
4609,574.67,0.00,585.63,0.06,619.90,0.26,614.67,0.52
4610,575.08,0.00,586.06,0.05,620.42,0.17,615.18,0.55
4611,575.49,0.00,586.50,0.09,620.95,0.14,615.69,0.53
4612,575.90,0.00,586.93,0.06,621.47,0.20,616.20,0.47
4613,576.31,0.00,587.37,0.08,622.00,0.19,616.71,0.44
4614,576.73,0.00,587.81,0.03,622.52,0.19,617.22,0.45
4615,577.14,0.00,588.25,0.02,623.05,0.23,617.74,0.44
4616,577.56,0.04,588.69,0.03,623.58,0.24,618.25,0.43
4617,577.97,0.00,589.13,0.03,624.11,0.21,618.77,0.47
4618,578.39,0.00,589.57,0.04,624.65,0.21,619.29,0.44
4619,578.80,0.00,590.02,0.05,625.18,0.24,619.81,0.44
4620,579.22,0.00,590.46,0.10,625.71,0.22,620.33,0.41
4621,579.64,0.00,590.91,0.08,626.25,0.26,620.85,0.42
4622,580.06,0.00,591.35,0.01,626.79,0.29,621.37,0.42
4623,580.48,0.00,591.80,0.01,627.33,0.27,621.90,0.46
4624,580.90,0.00,592.25,0.02,627.87,0.22,622.42,0.41
4625,581.32,0.00,592.70,0.02,628.41,0.23,622.95,0.38
4626,581.75,0.02,593.14,0.06,628.95,0.20,623.48,0.37
4627,582.17,0.04,593.60,0.02,629.49,0.22,624.01,0.38
4628,582.59,0.08,594.05,0.01,630.04,0.18,624.54,0.37
4629,583.02,0.06,594.50,0.00,630.58,0.20,625.07,0.39
4630,583.45,0.03,594.95,0.00,631.13,0.16,625.60,0.39
4631,583.87,0.07,595.41,0.00,631.68,0.16,626.14,0.39
4632,584.30,0.04,595.86,0.01,632.23,0.17,626.67,0.41
4633,584.73,0.03,596.32,0.01,632.78,0.18,627.21,0.39
4634,585.16,0.00,596.78,0.00,633.33,0.21,627.74,0.41
4635,585.59,0.01,597.23,0.02,633.89,0.26,628.28,0.41
4636,586.02,0.02,597.69,0.03,634.44,0.28,628.82,0.42
4637,586.45,0.02,598.15,0.10,635.00,0.28,629.36,0.49
4638,586.89,0.01,598.61,0.13,635.55,0.26,629.91,0.51
4639,587.32,0.03,599.08,0.14,636.11,0.23,630.45,0.48
4640,587.76,0.04,599.54,0.10,636.67,0.27,631.00,0.50
4641,588.19,0.08,600.00,0.11,637.24,0.27,631.54,0.43
4642,588.63,0.01,600.47,0.11,637.80,0.30,632.09,0.40
4643,589.06,0.00,600.93,0.06,638.36,0.27,632.64,0.40
4644,589.50,0.00,601.40,0.04,638.93,0.22,633.19,0.44
4645,589.94,0.00,601.87,0.04,639.49,0.22,633.74,0.47
4646,590.38,0.00,602.34,0.03,640.06,0.14,634.29,0.43
4647,590.82,0.00,602.81,0.08,640.63,0.12,634.85,0.45
4648,591.27,0.00,603.28,0.02,641.20,0.15,635.40,0.48
4649,591.71,0.00,603.75,0.04,641.78,0.19,635.96,0.45
4650,592.15,0.02,604.22,0.06,642.35,0.15,636.52,0.46
4651,592.60,0.03,604.70,0.08,642.92,0.15,637.08,0.49
4652,593.04,0.03,605.17,0.04,643.50,0.15,637.64,0.44
4653,593.49,0.03,605.65,0.03,644.08,0.18,638.20,0.42
4654,593.94,0.03,606.12,0.04,644.66,0.13,638.76,0.42
4655,594.39,0.02,606.60,0.05,645.24,0.12,639.33,0.42
4656,594.83,0.02,607.08,0.10,645.82,0.12,639.89,0.39
4657,595.28,0.01,607.56,0.09,646.40,0.10,640.46,0.40
4658,595.74,0.00,608.04,0.03,646.99,0.12,641.03,0.48
4659,596.19,0.00,608.52,0.02,647.57,0.13,641.60,0.45
4660,596.64,0.00,609.01,0.00,648.16,0.14,642.17,0.43
4661,597.09,0.00,609.49,0.01,648.75,0.17,642.74,0.41
4662,597.55,0.00,609.98,0.00,649.34,0.14,643.32,0.40
4663,598.01,0.00,610.46,0.01,649.93,0.13,643.89,0.38
4664,598.46,0.00,610.95,0.02,650.53,0.13,644.47,0.32
4665,598.92,0.00,611.44,0.02,651.12,0.12,645.05,0.34
4666,599.38,0.00,611.93,0.02,651.72,0.10,645.63,0.38
4667,599.84,0.00,612.42,0.02,652.31,0.10,646.21,0.37
4668,600.30,0.00,612.91,0.02,652.91,0.07,646.79,0.38
4669,600.76,0.00,613.40,0.02,653.51,0.08,647.37,0.37
4670,601.22,0.00,613.90,0.00,654.12,0.11,647.96,0.38
4671,601.69,0.00,614.39,0.00,654.72,0.13,648.55,0.41
4672,602.15,0.02,614.89,0.00,655.32,0.16,649.13,0.46
4673,602.62,0.03,615.38,0.01,655.93,0.13,649.72,0.43
4674,603.08,0.03,615.88,0.00,656.54,0.11,650.31,0.41
4675,603.55,0.04,616.38,0.00,657.15,0.09,650.91,0.41
4676,604.02,0.04,616.88,0.00,657.76,0.11,651.50,0.40
4677,604.49,0.04,617.38,0.00,658.37,0.11,652.09,0.41
4678,604.96,0.03,617.89,0.00,658.98,0.10,652.69,0.45
4679,605.43,0.01,618.39,0.00,659.60,0.08,653.29,0.39
4680,605.90,0.03,618.89,0.00,660.22,0.09,653.89,0.29
4681,606.38,0.03,619.40,0.00,660.83,0.09,654.49,0.25
4682,606.85,0.03,619.91,0.00,661.45,0.06,655.09,0.26
4683,607.33,0.03,620.42,0.00,662.08,0.07,655.69,0.22
4684,607.80,0.03,620.92,0.01,662.70,0.07,656.30,0.23
4685,608.28,0.02,621.43,0.01,663.32,0.09,656.91,0.21
4686,608.76,0.01,621.95,0.01,663.95,0.11,657.51,0.25
4687,609.24,0.00,622.46,0.02,664.58,0.12,658.12,0.26
4688,609.72,0.00,622.97,0.00,665.21,0.13,658.74,0.23
4689,610.20,0.02,623.49,0.03,665.84,0.14,659.35,0.27
4690,610.68,0.01,624.00,0.04,666.47,0.16,659.96,0.26
4691,611.17,0.02,624.52,0.05,667.10,0.18,660.58,0.30
4692,611.65,0.07,625.04,0.09,667.74,0.22,661.19,0.34
4693,612.14,0.04,625.56,0.05,668.37,0.21,661.81,0.33
4694,612.63,0.06,626.08,0.01,669.01,0.24,662.43,0.24
4695,613.11,0.09,626.60,0.03,669.65,0.21,663.05,0.23
4696,613.60,0.04,627.12,0.02,670.29,0.24,663.68,0.28
4697,614.09,0.01,627.65,0.06,670.94,0.22,664.30,0.29
4698,614.58,0.00,628.17,0.11,671.58,0.20,664.93,0.26
4699,615.08,0.00,628.70,0.10,672.23,0.14,665.56,0.30
4700,615.57,0.01,629.23,0.09,672.88,0.09,666.19,0.28
4701,616.06,0.03,629.76,0.11,673.53,0.11,666.82,0.25
4702,616.56,0.04,630.29,0.06,674.18,0.13,667.45,0.28
4703,617.06,0.05,630.82,0.04,674.83,0.13,668.08,0.28
4704,617.55,0.05,631.35,0.01,675.48,0.12,668.72,0.27
4705,618.05,0.06,631.89,0.02,676.14,0.12,669.36,0.24
4706,618.55,0.09,632.42,0.00,676.80,0.13,669.99,0.24
4707,619.05,0.04,632.96,0.01,677.46,0.13,670.64,0.28
4708,619.55,0.04,633.49,0.01,678.12,0.12,671.28,0.28
4709,620.06,0.02,634.03,0.00,678.78,0.13,671.92,0.29
4710,620.56,0.02,634.57,0.01,679.45,0.14,672.57,0.29
4711,621.07,0.00,635.11,0.02,680.11,0.16,673.21,0.27
4712,621.57,0.00,635.66,0.02,680.78,0.10,673.86,0.21
4713,622.08,0.01,636.20,0.02,681.45,0.10,674.51,0.20
4714,622.59,0.00,636.74,0.05,682.12,0.08,675.16,0.20
4715,623.10,0.00,637.29,0.06,682.79,0.06,675.82,0.22
4716,623.61,0.00,637.84,0.10,683.47,0.05,676.47,0.18
4717,624.12,0.00,638.39,0.07,684.15,0.06,677.13,0.20
4718,624.64,0.00,638.94,0.03,684.82,0.09,677.78,0.25
4719,625.15,0.01,639.49,0.03,685.50,0.10,678.44,0.27
4720,625.66,0.01,640.04,0.09,686.18,0.10,679.11,0.24
4721,626.18,0.00,640.59,0.06,686.87,0.09,679.77,0.27
4722,626.70,0.00,641.15,0.03,687.55,0.06,680.43,0.28
4723,627.22,0.00,641.70,0.04,688.24,0.06,681.10,0.26
4724,627.74,0.00,642.26,0.04,688.93,0.07,681.77,0.30
4725,628.26,0.00,642.82,0.05,689.62,0.09,682.44,0.30
4726,628.78,0.05,643.38,0.05,690.31,0.10,683.11,0.29
4727,629.31,0.08,643.94,0.04,691.00,0.11,683.78,0.26
4728,629.83,0.03,644.51,0.04,691.70,0.10,684.46,0.29
4729,630.36,0.03,645.07,0.03,692.40,0.10,685.13,0.28
4730,630.88,0.01,645.64,0.01,693.10,0.08,685.81,0.26
4731,631.41,0.01,646.20,0.00,693.80,0.06,686.49,0.22
4732,631.94,0.00,646.77,0.00,694.50,0.07,687.17,0.24
4733,632.47,0.00,647.34,0.00,695.20,0.05,687.86,0.21
4734,633.00,0.01,647.91,0.01,695.91,0.05,688.54,0.21
4735,633.54,0.03,648.48,0.00,696.62,0.05,689.23,0.23
4736,634.07,0.04,649.05,0.00,697.33,0.05,689.92,0.21
4737,634.61,0.04,649.63,0.03,698.04,0.08,690.61,0.22
4738,635.14,0.03,650.21,0.09,698.75,0.07,691.30,0.17
4739,635.68,0.01,650.78,0.06,699.47,0.09,692.00,0.15
4740,636.22,0.03,651.36,0.02,700.19,0.09,692.69,0.16
4741,636.76,0.01,651.94,0.01,700.91,0.07,693.39,0.22
4742,637.30,0.00,652.52,0.02,701.63,0.09,694.09,0.26
4743,637.84,0.01,653.11,0.00,702.35,0.09,694.79,0.22
4744,638.39,0.03,653.69,0.00,703.08,0.07,695.49,0.22
4745,638.93,0.05,654.28,0.01,703.80,0.08,696.20,0.16
4746,639.48,0.05,654.86,0.01,704.53,0.07,696.90,0.19
4747,640.03,0.06,655.45,0.00,705.26,0.04,697.61,0.13
4748,640.58,0.06,656.04,0.00,705.99,0.08,698.32,0.14
4749,641.13,0.05,656.63,0.00,706.73,0.08,699.03,0.14
4750,641.68,0.02,657.22,0.00,707.46,0.06,699.75,0.15
4751,642.23,0.01,657.82,0.00,708.20,0.07,700.46,0.17
4752,642.79,0.03,658.41,0.00,708.94,0.05,701.18,0.21
4753,643.34,0.04,659.01,0.00,709.68,0.04,701.90,0.19
4754,643.90,0.04,659.61,0.02,710.43,0.02,702.62,0.20
4755,644.46,0.08,660.21,0.02,711.17,0.00,703.34,0.24
4756,645.01,0.02,660.81,0.00,711.92,0.04,704.07,0.24
4757,645.58,0.00,661.41,0.01,712.67,0.04,704.80,0.19
4758,646.14,0.00,662.02,0.00,713.42,0.04,705.53,0.17
4759,646.70,0.00,662.62,0.00,714.18,0.04,706.26,0.16
4760,647.26,0.02,663.23,0.00,714.93,0.07,706.99,0.16
4761,647.83,0.02,663.84,0.00,715.69,0.07,707.72,0.16
4762,648.40,0.02,664.45,0.00,716.45,0.05,708.46,0.20
4763,648.97,0.01,665.06,0.00,717.21,0.05,709.20,0.15
4764,649.54,0.00,665.67,0.00,717.98,0.06,709.94,0.19
4765,650.11,0.00,666.28,0.00,718.74,0.04,710.68,0.13
4766,650.68,0.01,666.90,0.00,719.51,0.08,711.42,0.12
4767,651.25,0.00,667.52,0.00,720.28,0.09,712.17,0.09
4768,651.83,0.01,668.14,0.00,721.05,0.08,712.92,0.11
4769,652.40,0.00,668.76,0.00,721.83,0.06,713.67,0.10
4770,652.98,0.02,669.38,0.00,722.60,0.05,714.42,0.10
4771,653.56,0.01,670.00,0.00,723.38,0.05,715.17,0.10
4772,654.14,0.03,670.63,0.00,724.16,0.07,715.93,0.07
4773,654.72,0.01,671.25,0.00,724.94,0.06,716.69,0.07
4774,655.31,0.00,671.88,0.00,725.73,0.07,717.45,0.09
4775,655.89,0.00,672.51,0.01,726.51,0.06,718.21,0.09
4776,656.48,0.02,673.14,0.00,727.30,0.08,718.97,0.08
4777,657.06,0.02,673.77,0.00,728.09,0.06,719.74,0.08
4778,657.65,0.01,674.41,0.00,728.88,0.07,720.51,0.09
4779,658.24,0.00,675.04,0.00,729.68,0.04,721.28,0.10
4780,658.83,0.00,675.68,0.00,730.48,0.08,722.05,0.14
4781,659.43,0.01,676.32,0.00,731.28,0.08,722.82,0.19
4782,660.02,0.00,676.96,0.02,732.08,0.08,723.60,0.14
4783,660.62,0.00,677.60,0.03,732.88,0.06,724.38,0.13
4784,661.21,0.02,678.24,0.00,733.69,0.05,725.16,0.12
4785,661.81,0.01,678.89,0.00,734.49,0.05,725.94,0.09
4786,662.41,0.00,679.53,0.02,735.30,0.07,726.72,0.08
4787,663.01,0.00,680.18,0.00,736.11,0.05,727.51,0.05
4788,663.61,0.00,680.83,0.00,736.93,0.05,728.30,0.08
4789,664.22,0.00,681.48,0.00,737.75,0.06,729.09,0.08
4790,664.82,0.01,682.13,0.03,738.56,0.05,729.88,0.08
4791,665.43,0.02,682.79,0.03,739.38,0.06,730.68,0.07
4792,666.04,0.00,683.44,0.00,740.21,0.03,731.47,0.07
4793,666.65,0.00,684.10,0.01,741.03,0.06,732.27,0.07
4794,667.26,0.00,684.76,0.01,741.86,0.04,733.07,0.09
4795,667.87,0.00,685.42,0.00,742.69,0.03,733.88,0.12
4796,668.49,0.00,686.08,0.00,743.52,0.07,734.68,0.16
4797,669.10,0.01,686.75,0.00,744.36,0.07,735.49,0.11
4798,669.72,0.00,687.41,0.00,745.19,0.06,736.30,0.11
4799,670.34,0.00,688.08,0.02,746.03,0.03,737.11,0.09
4800,670.96,0.00,688.75,0.04,746.87,0.00,737.93,0.11
4801,671.58,0.02,689.42,0.04,747.72,0.01,738.74,0.11
4802,672.20,0.03,690.09,0.02,748.56,0.00,739.56,0.17
4803,672.83,0.02,690.77,0.02,749.41,0.00,740.38,0.15
4804,673.46,0.02,691.44,0.04,750.26,0.00,741.20,0.12
4805,674.08,0.00,692.12,0.03,751.11,0.01,742.03,0.13
4806,674.71,0.00,692.80,0.05,751.97,0.00,742.86,0.14
4807,675.34,0.00,693.48,0.04,752.82,0.01,743.69,0.14
4808,675.98,0.00,694.16,0.03,753.68,0.03,744.52,0.17
4809,676.61,0.00,694.84,0.00,754.55,0.05,745.35,0.11
4810,677.24,0.00,695.53,0.00,755.41,0.05,746.19,0.09
4811,677.88,0.00,696.22,0.00,756.28,0.06,747.03,0.10
4812,678.52,0.00,696.91,0.00,757.15,0.04,747.87,0.10
4813,679.16,0.00,697.60,0.00,758.02,0.04,748.71,0.09
4814,679.80,0.02,698.29,0.00,758.89,0.04,749.56,0.10
4815,680.44,0.01,698.98,0.00,759.77,0.06,750.40,0.09
4816,681.09,0.02,699.68,0.00,760.64,0.03,751.25,0.11
4817,681.74,0.00,700.38,0.03,761.53,0.06,752.11,0.12
4818,682.38,0.00,701.08,0.05,762.41,0.10,752.96,0.12
4819,683.03,0.00,701.78,0.05,763.30,0.11,753.82,0.13
4820,683.68,0.00,702.48,0.03,764.18,0.10,754.68,0.12
4821,684.34,0.00,703.19,0.02,765.07,0.10,755.54,0.10
4822,684.99,0.01,703.90,0.00,765.97,0.07,756.40,0.14
4823,685.65,0.01,704.60,0.00,766.86,0.05,757.27,0.07
4824,686.30,0.03,705.31,0.03,767.76,0.06,758.14,0.06
4825,686.96,0.01,706.03,0.01,768.66,0.02,759.01,0.05
4826,687.62,0.06,706.74,0.00,769.56,0.00,759.88,0.07
4827,688.29,0.07,707.46,0.00,770.47,0.00,760.76,0.05
4828,688.95,0.06,708.17,0.00,771.38,0.00,761.64,0.05
4829,689.61,0.05,708.89,0.02,772.29,0.00,762.52,0.06
4830,690.28,0.07,709.61,0.00,773.20,0.00,763.40,0.05
4831,690.95,0.07,710.34,0.00,774.12,0.03,764.29,0.05
4832,691.62,0.07,711.06,0.02,775.04,0.06,765.17,0.06
4833,692.29,0.04,711.79,0.00,775.96,0.08,766.07,0.08
4834,692.97,0.05,712.52,0.00,776.88,0.10,766.96,0.07
4835,693.64,0.03,713.25,0.00,777.81,0.11,767.85,0.07
4836,694.32,0.02,713.98,0.00,778.74,0.12,768.75,0.09
4837,695.00,0.03,714.72,0.02,779.67,0.10,769.65,0.09
4838,695.68,0.04,715.45,0.01,780.60,0.06,770.55,0.13
4839,696.36,0.06,716.19,0.00,781.54,0.03,771.46,0.08
4840,697.04,0.06,716.93,0.04,782.48,0.06,772.37,0.06
4841,697.73,0.05,717.67,0.04,783.42,0.03,773.28,0.04
4842,698.42,0.02,718.42,0.03,784.36,0.00,774.19,0.01
4843,699.11,0.01,719.16,0.00,785.31,0.00,775.11,0.02
4844,699.80,0.01,719.91,0.01,786.26,0.00,776.02,0.03
4845,700.49,0.01,720.66,0.00,787.21,0.00,776.94,0.04
4846,701.18,0.02,721.41,0.05,788.17,0.04,777.87,0.02
4847,701.88,0.03,722.16,0.06,789.12,0.04,778.79,0.01
4848,702.58,0.01,722.92,0.05,790.08,0.00,779.72,0.03
4849,703.28,0.00,723.67,0.08,791.05,0.01,780.65,0.03
4850,703.98,0.00,724.43,0.11,792.01,0.01,781.59,0.04
4851,704.68,0.03,725.20,0.14,792.98,0.01,782.52,0.04
4852,705.39,0.02,725.96,0.09,793.95,0.00,783.46,0.06
4853,706.09,0.04,726.72,0.04,794.93,0.01,784.40,0.04
4854,706.80,0.02,727.49,0.05,795.90,0.03,785.35,0.01
4855,707.51,0.03,728.26,0.01,796.88,0.01,786.29,0.03
4856,708.22,0.05,729.03,0.01,797.86,0.01,787.24,0.05
4857,708.94,0.03,729.80,0.01,798.85,0.01,788.19,0.07
4858,709.65,0.00,730.58,0.00,799.84,0.05,789.15,0.09
4859,710.37,0.00,731.36,0.02,800.83,0.04,790.10,0.09
4860,711.09,0.00,732.14,0.01,801.82,0.05,791.06,0.06
4861,711.81,0.00,732.92,0.00,802.82,0.03,792.03,0.05
4862,712.53,0.01,733.70,0.02,803.82,0.00,792.99,0.03
4863,713.25,0.00,734.48,0.03,804.82,0.01,793.96,0.01
4864,713.98,0.01,735.27,0.09,805.82,0.02,794.93,0.03
4865,714.71,0.01,736.06,0.04,806.83,0.02,795.90,0.00
4866,715.44,0.02,736.85,0.02,807.84,0.01,796.88,0.00
4867,716.17,0.03,737.65,0.01,808.86,0.00,797.86,0.03
4868,716.90,0.04,738.44,0.01,809.87,0.02,798.84,0.01
4869,717.64,0.06,739.24,0.00,810.89,0.04,799.83,0.00
4870,718.38,0.07,740.04,0.03,811.91,0.03,800.81,0.02
4871,719.12,0.07,740.84,0.01,812.94,0.02,801.80,0.00
4872,719.86,0.05,741.64,0.04,813.97,0.01,802.80,0.00
4873,720.60,0.05,742.45,0.02,815.00,0.00,803.79,0.00
4874,721.35,0.02,743.26,0.00,816.03,0.00,804.79,0.00
4875,722.09,0.00,744.07,0.00,817.07,0.00,805.79,0.00
4876,722.84,0.04,744.88,0.01,818.11,0.00,806.80,0.03
4877,723.59,0.03,745.70,0.02,819.15,0.01,807.80,0.02
4878,724.34,0.03,746.51,0.05,820.20,0.04,808.81,0.00
4879,725.10,0.04,747.33,0.04,821.25,0.03,809.83,0.02
4880,725.86,0.01,748.15,0.04,822.30,0.03,810.84,0.04
4881,726.61,0.04,748.98,0.01,823.35,0.03,811.86,0.07
4882,727.37,0.04,749.80,0.02,824.41,0.03,812.88,0.07
4883,728.14,0.01,750.63,0.02,825.47,0.03,813.91,0.06
4884,728.90,0.03,751.46,0.04,826.54,0.02,814.93,0.04
4885,729.67,0.00,752.29,0.02,827.60,0.03,815.96,0.07
4886,730.44,0.01,753.13,0.04,828.67,0.03,817.00,0.07
4887,731.21,0.00,753.96,0.07,829.75,0.02,818.03,0.04
4888,731.98,0.05,754.80,0.08,830.82,0.01,819.07,0.06
4889,732.75,0.06,755.64,0.08,831.90,0.00,820.12,0.04
4890,733.53,0.06,756.48,0.07,832.99,0.00,821.16,0.03
4891,734.31,0.04,757.33,0.04,834.07,0.00,822.21,0.02
4892,735.09,0.04,758.18,0.08,835.16,0.00,823.26,0.01
4893,735.87,0.04,759.03,0.07,836.25,0.00,824.31,0.00
4894,736.65,0.04,759.88,0.05,837.35,0.04,825.37,0.00
4895,737.44,0.02,760.73,0.05,838.45,0.02,826.43,0.00
4896,738.23,0.04,761.59,0.05,839.55,0.06,827.50,0.00
4897,739.02,0.06,762.45,0.06,840.66,0.05,828.56,0.00
4898,739.81,0.08,763.31,0.04,841.76,0.02,829.63,0.00
4899,740.61,0.08,764.17,0.04,842.88,0.00,830.70,0.00
4900,741.40,0.05,765.04,0.04,843.99,0.02,831.78,0.01
4901,742.20,0.04,765.91,0.06,845.11,0.02,832.86,0.00
4902,743.00,0.06,766.78,0.03,846.23,0.07,833.94,0.02
4903,743.80,0.03,767.65,0.06,847.35,0.07,835.03,0.00
4904,744.61,0.01,768.53,0.07,848.48,0.04,836.11,0.01
4905,745.42,0.02,769.41,0.05,849.61,0.03,837.21,0.00
4906,746.23,0.00,770.29,0.05,850.75,0.01,838.30,0.04
4907,747.04,0.00,771.17,0.02,851.89,0.02,839.40,0.06
4908,747.85,0.00,772.05,0.03,853.03,0.02,840.50,0.04
4909,748.67,0.00,772.94,0.04,854.17,0.02,841.60,0.05
4910,749.48,0.04,773.83,0.08,855.32,0.02,842.71,0.00
4911,750.30,0.05,774.72,0.08,856.47,0.02,843.82,0.01
4912,751.12,0.04,775.62,0.06,857.63,0.02,844.93,0.00
4913,751.95,0.04,776.51,0.06,858.78,0.03,846.05,0.00
4914,752.78,0.00,777.41,0.02,859.95,0.00,847.17,0.02
4915,753.60,0.00,778.31,0.03,861.11,0.00,848.30,0.00
